well_id,original
5074,192.0
5090,124.0
5092,184.0
5093,202.0
5097,164.0
5098,172.0
5100,178.0
5102,200.0
5103,116.0
5105,146.0
5106,172.0
5107,152.0
5108,178.0
5110,198.0
5111,110.0
5113,174.0
5114,200.0
5115,152.0
5116,196.0
5118,146.0
5122,200.0
5124,196.0
5126,116.0
5130,108.0
5132,196.0
5133,156.0
5134,146.0
5135,136.0
5139,152.0
5141,134.0
5144,110.0
5149,156.0
5152,110.0
5157,134.0
5159,198.0
5160,158.0
5163,152.0
5167,158.0
5168,162.0
5169,134.0
5171,184.0
5172,202.0
5177,124.0
5179,178.0
5180,156.0
5185,206.0
5186,146.0
5194,162.0
5202,134.0
5210,134.0
5218,124.0
5226,124.0
5234,124.0
5242,124.0
5249,174.0
5265,130.0
5273,162.0
7105,184.0
